43,67,50
43,65,53
43,62,55
43,30,44
43,39,63
43,49,72
43,75,98
43,68,98
43,74,104
43,73,106
43,29,43
43,28,47
43,26,50
43,50,72
43,61,95
43,72,103
43,72,50
43,67,51
43,65,54
43,59,54
43,29,44
43,40,64
43,47,72
43,71,97
43,71,100
43,73,104
43,28,48
43,48,72
43,43,85
43,62,96
43,69,50
43,66,51
43,29,45
43,29,50
43,68,96
43,71,101
43,72,104
43,31,43
43,29,47
43,49,71
43,47,86
43,60,95
43,73,103
43,74,106
43,68,50
43,31,44
43,28,51
43,45,85
43,74,107
43,68,49
43,66,52
43,32,43
43,29,46
43,27,50
43,50,71
43,63,95
43,74,105
43,70,49
43,63,53
43,58,54
43,30,46
43,28,49
43,71,104
43,72,107
43,69,49
43,53,72
43,70,107
43,71,49
43,19,27
43,26,51
43,47,71
43,40,83
43,30,43
43,29,48
43,27,51
43,42,84
43,70,102
43,32,44
43,17,25
43,52,61
43,25,50
43,71,106
43,67,49
43,71,102
43,71,105
43,54,62
43,60,94
43,49,62
43,49,70
43,72,101
43,72,108
43,71,50
43,64,53
43,4,17
43,31,45
43,52,62
43,41,64
43,73,98
43,59,95
43,72,106
42,71,48
42,67,50
42,65,53
42,31,44
42,53,61
42,29,51
42,48,71
42,61,95
42,71,102
42,71,105
42,73,49
42,67,49
42,65,52
42,54,61
42,48,62
42,49,70
42,62,95
42,72,102
42,72,108
42,0,128
42,68,48
42,66,51
42,59,55
42,30,46
42,51,63
42,25,52
42,50,70
42,72,104
42,71,107
42,60,56
42,31,46
42,51,62
42,71,104
42,26,53
42,66,96
42,53,94
42,72,107
42,69,49
42,66,50
42,30,45
42,52,62
42,27,52
42,49,69
42,70,97
42,71,106
42,72,50
42,12,22
42,31,45
42,53,62
42,41,64
42,59,95
42,69,48
42,53,63
42,26,52
42,40,64
42,71,97
42,74,104
42,23,29
42,32,45
42,54,62
42,41,63
42,70,102
42,72,109
42,67,48
42,55,61
42,52,63
42,43,66
42,55,94
42,73,50
42,49,63
42,53,95
42,50,63
42,40,66
42,64,95
42,54,95
42,65,51
42,61,56
42,28,53
42,55,95
42,66,49
42,27,53
42,42,66
42,69,97
42,57,95
42,65,50
42,56,61
42,68,99
42,64,52
42,67,97
42,69,104
42,71,108
42,73,48
42,41,66
42,70,107
42,42,140
42,68,97
42,73,102
42,66,53
42,66,97
42,70,108
42,72,49
42,26,31
42,44,65
42,62,96
42,53,96
42,68,47
42,57,61
42,63,97
42,52,96
42,73,106
42,71,109
42,56,60
42,42,65
42,73,107
42,71,49
42,65,49
42,43,65
42,59,62
42,42,64
42,70,109
42,72,47
42,67,47
42,67,99
42,3,128
42,66,98
42,51,96
42,58,55
42,65,96
42,66,100
42,73,47
42,58,56
42,64,96
41,72,46
41,66,46
41,4,17
41,57,61
41,53,63
41,29,53
41,42,65
41,57,94
41,52,96
41,70,109
41,69,47
41,57,55
41,54,62
41,28,52
41,45,65
41,67,101
41,72,109
41,67,46
41,12,22
41,27,52
41,58,95
41,51,96
41,74,50
41,58,56
41,50,63
41,65,96
41,66,100
41,30,52
41,43,65
41,55,61
41,52,63
41,26,53
41,41,66
41,70,101
41,64,102
41,0,128
41,33,35
41,28,51
41,64,96
41,60,57
41,55,62
41,67,97
41,69,101
41,42,140
41,4,16
41,54,63
41,29,52
41,42,64
41,63,96
41,51,63
41,25,53
41,41,86
41,69,100
41,27,54
41,54,95
41,70,110
41,1,128
41,29,51
41,27,55
41,21,66
41,68,100
41,55,55
41,60,62
41,53,62
41,43,64
41,22,67
