-0.0,-64.89068865966746,-125.23697946403092
-0.0,-67.92012497124585,-124.93076732290709
-0.0,-71.29999596600126,-125.22428109295818
-0.0,-74.1162880147157,-124.65563154514805
-0.0,-77.65790784680867,-124.96005351253885
-0.0,-81.06922804611979,-125.13428892196664
-0.0,-84.87016275269067,-125.67727708035291
-0.0,-88.17062931085756,-125.19267451383625
-0.0,-91.06168584799168,-124.19246905719231
-0.0,-94.33395054841492,-123.77498292841412
-0.0,-98.47103482182027,-124.07262107781821
-0.0,-102.28137782066445,-124.07723300874537
-0.0,-106.42444736436767,-123.98950360086508
-0.0,-110.40224539777444,-123.83115202213693
-0.0,-114.42787951452003,-123.51680458468186
-0.0,-120.12749326090571,-124.73558428873075
-0.0,-121.39255666020054,-121.39255666020058
-0.0,-121.43308650196256,-116.56462210982745
-0.0,-121.19993018235989,-112.03606305021204
-0.0,-120.46096687390744,-107.0442803694031
-0.0,-121.01711820491622,-103.13029187090153
-0.0,-125.08174915319755,-102.59486660538414
-0.0,-129.68156392571018,-102.46227404650918
-0.0,-135.39695165753395,-102.55090434436654
-0.0,-91.09979217560526,-65.28118787645894
-0.0,-95.69358858820216,-65.65317664143835
-0.0,-97.56913940937338,-64.3884542050379
-0.0,-119.30934876394186,-69.4484110511111
-0.0,-113.03559047618887,-57.01329043038404
-0.0,-108.47022558364259,-52.13763191624351
-0.0,-92.64990234532024,-35.44905634008645
-0.0,-92.25517076068654,-33.208221390441345
-0.0,-90.21307439215045,-30.48609246388142
-0.0,-141.16192235149222,-13.436951962081295
-0.0,-140.67846942269966,-10.569951082505538
-0.0,-45.19287447487645,66.10302354429834
-0.0,-64.30941007260392,-125.45218372397376
-0.0,-67.26136843897633,-125.34341153693033
-0.0,-70.21955628745972,-125.14577066282455
-0.0,-73.37200261137342,-124.950227021789
-0.0,-76.88871300498793,-125.31750251834976
-0.0,-80.2092859021769,-125.449912136529
-0.0,-83.59943081362465,-125.11538991122549
-0.0,-87.1349636897115,-125.09396709191319
-0.0,-90.37293550855286,-124.60191873549518
-0.0,-93.94332511403475,-124.6670031183824
-0.0,-97.77116966715296,-124.37056879309023
-0.0,-101.58970282946765,-124.54741227348102
-0.0,-105.24649482976092,-123.9104755500886
-0.0,-109.74422510664257,-124.24796046914635
-0.0,-113.3805526855696,-123.4625080650591
-0.0,-117.90839224117067,-123.57285721023952
-0.0,-120.98493039775818,-122.04535680086158
-0.0,-121.4159001688054,-117.69872210945486
-0.0,-120.95423593124875,-112.66837537786641
-0.0,-121.42959337307389,-108.7375457385807
-0.0,-120.64205876449401,-103.83724901047974
-0.0,-124.02709743731366,-102.69532475373504
-0.0,-129.082768972448,-102.73455786348435
-0.0,-134.1608386900879,-102.77095582883433
-0.0,-139.37073162945526,-102.3662776019054
-0.0,-95.47038693898946,-66.15306279923576
-0.0,-96.38932011835523,-64.17740230892213
-0.0,-99.41094625113541,-63.29365106749542
-0.0,-113.6578574769319,-58.10691812300352
-0.0,-107.59924936998873,-52.04447290553512
-0.0,-89.48293730395923,-34.629560081752416
-0.0,-92.79969902357517,-33.83365907101776
-0.0,-90.29367372474735,-30.870424523949595
-0.0,-141.0176757694503,-13.889028784698715
-0.0,-141.26318618998422,-11.11765386463559
-0.0,-38.77438064128508,56.68159340460303
-0.0,-64.81088358081348,-125.25014967845046
-0.0,-67.81955721479059,-125.07071313536892
-0.0,-71.04329247794102,-124.8526054749909
-0.0,-74.75973445044437,-125.58186415601196
-0.0,-77.87443957829296,-125.38473455874441
-0.0,-81.0964142392942,-125.17625213086066
-0.0,-84.57016242700514,-125.30669675667767
-0.0,-88.24796937248342,-125.22993213139273
-0.0,-91.46966469373477,-124.60630427797676
-0.0,-95.12567493604965,-124.74322263338001
-0.0,-98.97982722538148,-124.43469693953382
-0.0,-102.38481822841646,-123.92704102145794
-0.0,-106.52464362401717,-123.96936234721925
-0.0,-111.02087322570974,-124.18372008118008
-0.0,-115.5829512264182,-124.35486323739588
-0.0,-119.82944831892557,-124.15476557741128
-0.0,-121.48716015302776,-121.15630624508404
-0.0,-121.36156828494543,-116.24186957984857
-0.0,-120.75152562298592,-111.19483602992258
-0.0,-121.03947735255069,-107.14554317479272
